VENUE,CATEGORY,TOP_LEVEL_CATEGORY,NEIGHBORHOOD,NEIGHBORHOOD_LAT,NEIGHBORHOOD_LNG
31,U.S. Bank ATM,ATM,Shop & Service,Admiral Neighborhood,47.58119359,-122.38654756
32,Muttley Crew Cuts,Pet Store,Shop & Service,Admiral Neighborhood,47.58119359,-122.38654756
33,Virginia Rain Permanent Makeup,Salon / Barbershop,Shop & Service,Admiral Neighborhood,47.58119359,-122.38654756
34,Admiral Shoe Repair,Shoe Repair,Shop & Service,Admiral Neighborhood,47.58119359,-122.38654756
35,Farmers Insurance,Insurance Office,Shop & Service,Admiral Neighborhood,47.58119359,-122.38654756
36,The Admiral's Barbershop,Salon / Barbershop,Shop & Service,Admiral Neighborhood,47.58119359,-122.38654756
37,Debonair Dry Cleaning,Dry Cleaner,Shop & Service,Admiral Neighborhood,47.58119359,-122.38654756
38,West Seattle Locksmith,Locksmith,Shop & Service,Admiral Neighborhood,47.58119359,-122.38654756
39,Farmer's Insurance Group,Insurance Office,Shop & Service,Admiral Neighborhood,47.58119359,-122.38654756
40,Harrah's Automotive Repair & Service,Automotive Shop,Shop & Service,Admiral Neighborhood,47.58119359,-122.38654756
41,Shell,Gas Station,Shop & Service,Admiral Neighborhood,47.58119359,-122.38654756
42,Via,Salon / Barbershop,Shop & Service,Admiral Neighborhood,47.58119359,-122.38654756
43,West Seattle Fabric,Arts & Crafts Store,Shop & Service,Admiral Neighborhood,47.58119359,-122.38654756
0,Alki Surf Shop,Clothing Store,Shop & Service,Alki Neighborhood,47.57912324,-122.41064962
1,Tiffany's Hair Design,Salon / Barbershop,Shop & Service,Alki Neighborhood,47.57912324,-122.41064962
2,Alki Beach Dog,Pet Service,Shop & Service,Alki Neighborhood,47.57912324,-122.41064962
3,Alki Beach Tattoo,Tattoo Parlor,Shop & Service,Alki Neighborhood,47.57912324,-122.41064962
4,Tedcakes,Board Shop,Shop & Service,Alki Neighborhood,47.57912324,-122.41064962
5,Succulent Skin And Lash,Health & Beauty Service,Shop & Service,Alki Neighborhood,47.57912324,-122.41064962
6,Alki Urban Market,Market,Shop & Service,Alki Neighborhood,47.57912324,-122.41064962
7,Alki Cleaners,Laundry Service,Shop & Service,Alki Neighborhood,47.57912324,-122.41064962
8,Lucky LadyZ Cooperative,Pharmacy,Shop & Service,Alki Neighborhood,47.57912324,-122.41064962
9,Fauntleroy Massage,Massage Studio,Shop & Service,Alki Neighborhood,47.57912324,-122.41064962
10,Kim Alki Salon,Salon / Barbershop,Shop & Service,Alki Neighborhood,47.57912324,-122.41064962
11,Seattle Beach Volleyball Club team Store,Sporting Goods Shop,Shop & Service,Alki Neighborhood,47.57912324,-122.41064962
12,JdmAutos.com,Automotive Shop,Shop & Service,Alki Neighborhood,47.57912324,-122.41064962
0,Modern Trading Company (Thoi Dai Gift Shop),Miscellaneous Shop,Shop & Service,International District,47.59918894,-122.32505713
1,KOBO,Art Gallery,Shop & Service,International District,47.59918894,-122.32505713
2,Bank of America,Bank,Shop & Service,International District,47.59918894,-122.32505713
3,Pink Gorilla,Video Game Store,Shop & Service,International District,47.59918894,-122.32505713
4,Jian He Hang,Other Repair Shop,Shop & Service,International District,47.59918894,-122.32505713
5,Bahtoh,Flower Shop,Shop & Service,International District,47.59918894,-122.32505713
6,Metropolitan Park,Real Estate Office,Shop & Service,International District,47.59918894,-122.32505713
7,Queen Beauty Salon,Salon / Barbershop,Shop & Service,International District,47.59918894,-122.32505713
8,Bao An Herbs and Grocery,Pharmacy,Shop & Service,International District,47.59918894,-122.32505713
9,Kinokuniya Book Store,Bookstore,Shop & Service,International District,47.59918894,-122.32505713
10,Uwajimaya Village Apartments,Building,Shop & Service,International District,47.59918894,-122.32505713
11,Joyce's Flowers,Flower Shop,Shop & Service,International District,47.59918894,-122.32505713
12,TRICHOME SEATTLE,Smoke Shop,Shop & Service,International District,47.59918894,-122.32505713
13,New An Dong,Grocery Store,Shop & Service,International District,47.59918894,-122.32505713
14,Kim's Hair Salon,Salon / Barbershop,Shop & Service,International District,47.59918894,-122.32505713
15,Pioneer Barber Company,Salon / Barbershop,Shop & Service,International District,47.59918894,-122.32505713
16,Colors Abloom,Flower Shop,Shop & Service,International District,47.59918894,-122.32505713
17,Magical Massage,Massage Studio,Shop & Service,International District,47.59918894,-122.32505713
18,Golden Hong Market,Grocery Store,Shop & Service,International District,47.59918894,-122.32505713
19,Luke's Pharmacy,Pharmacy,Shop & Service,International District,47.59918894,-122.32505713
20,Union Station Market,Grocery Store,Shop & Service,International District,47.59918894,-122.32505713
21,Bartell Drugs,Drugstore,Shop & Service,International District,47.59918894,-122.32505713
22,International Model Shop,Toy / Game Store,Shop & Service,International District,47.59918894,-122.32505713
23,QT Aquarium,Aquarium,Shop & Service,International District,47.59918894,-122.32505713
24,Saeteun's Garage,Auto Workshop,Shop & Service,International District,47.59918894,-122.32505713
25,Le Hama Jewelry,Jewelry Store,Shop & Service,International District,47.59918894,-122.32505713
26,Possi,Design Studio,Shop & Service,International District,47.59918894,-122.32505713
27,Heart & Soul,Gift Shop,Shop & Service,International District,47.59918894,-122.32505713
28,GOLDEN STAR DELI-MART,Convenience Store,Shop & Service,International District,47.59918894,-122.32505713
29,World Wireless Station,Mobile Phone Shop,Shop & Service,International District,47.59918894,-122.32505713
30,chinatown day spa,Massage Studio,Shop & Service,International District,47.59918894,-122.32505713
31,Kyoko's Beauty Salon,Salon / Barbershop,Shop & Service,International District,47.59918894,-122.32505713
32,Dong Nai Clinic & Pharmacy,Pharmacy,Shop & Service,International District,47.59918894,-122.32505713
33,lazerwood industries,Design Studio,Shop & Service,International District,47.59918894,-122.32505713
34,H&R Block,Financial or Legal Service,Shop & Service,International District,47.59918894,-122.32505713
35,"Tran Law Firm, LLC",Lawyer,Shop & Service,International District,47.59918894,-122.32505713
36,Ai Video,Video Store,Shop & Service,International District,47.59918894,-122.32505713
37,kim brooks style,Design Studio,Shop & Service,International District,47.59918894,-122.32505713
38,Barclay Seafood,Fish Market,Shop & Service,International District,47.59918894,-122.32505713
39,Grand Prix,Clothing Store,Shop & Service,International District,47.59918894,-122.32505713
40,Seventh Avenue Garage,Automotive Shop,Shop & Service,International District,47.59918894,-122.32505713
0,Thriftway,Grocery Store,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
1,West Seattle Vision Clinic,Optical Shop,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
2,Pet Elements,Pet Store,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
3,AT&T Store,Building,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
4,Chase Bank,Bank,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
5,Bolsa Nail Salon,Nail Salon,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
6,Shell,Gas Station,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
7,The Wash Dog,Pet Service,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
8,Second Gear Sports,Sporting Goods Shop,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
9,Mailbox West,Shipping Store,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
10,Super Supplements,Supplement Shop,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
11,BECU - ATM LOCATION,ATM,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
12,The Skin Butik,Spa,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
13,Nurture By Nature,Massage Studio,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
14,Paper Boat Booksellers,Bookstore,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
15,WaFd Bank,Bank,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
16,Short Stop,Laundry Service,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
17,Experimac SW Seattle,Other Repair Shop,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
18,Jackson Hewitt Tax Service,Financial or Legal Service,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
19,Photorec.tv,Photography Studio,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
20,Aaron's Bicycle Repair,Bike Shop,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
21,Bank of America ATM,ATM,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
22,A'Lora Escrow,Real Estate Office,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
23,O'Neill Plumbing,Home Service,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
24,SunTimes,Tanning Salon,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
25,Close To Home Pet Services,Pet Service,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
26,Olympic Print & Apparel,Arts & Crafts Store,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
27,Pink Gorilla,Video Game Store,Shop & Service,Morgan Junction Neighborhood,47.54487025,-122.38721687
0,King County Metro Stop # 23230,Bus Stop,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
1,King County Metro #346,Bus Line,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
2,Metro Busstop 5th & Northgate,Bus Line,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
3,Metro Bus #435,Bus Line,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
4,Metro Bus Stop,Bus Station,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
5,Metro Route #242,Bus Line,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
6,metro bus stop #16953 (#16 Wallingford/Downtown),Bus Line,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
7,Metro Bus Stop #16952,Bus Station,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
8,Bus Station - China Buffet,Bus Station,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
9,112th &.5th,Rest Area,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
10,Route 347 | King County Metro,Bus Line,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
11,King County Metro Stop #23220,Bus Stop,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
12,Metro Bus Stop 81364,Bus Stop,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
13,Metro Bus Stop #23785,Bus Station,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
14,KIng County Metro Stop #23250,Bus Stop,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
15,Metro Bus Stop #23770,Bus Line,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
16,Metro Bus Stop #23750 [N],Bus Station,Travel & Transport,Northgate Neighborhood,47.70859338,-122.32327578
0,125th & Lake City Way Ne Metro Bus  Stop 41 64 65,Bus Station,Travel & Transport,Lake City Neighborhood,47.71927766,-122.29522754
1,King County Metro Stop # 76720,Bus Stop,Travel & Transport,Lake City Neighborhood,47.71927766,-122.29522754
2,Route 41&243 Bus Stop (Outside Seattle Public Library),Bus Stop,Travel & Transport,Lake City Neighborhood,47.71927766,-122.29522754
3,Bus Stop 9670,Bus Stop,Travel & Transport,Lake City Neighborhood,47.71927766,-122.29522754
4,Metro Bus Stop #76710,Bus Station,Travel & Transport,Lake City Neighborhood,47.71927766,-122.29522754
5,Seattle Fire Station 39 / Union Gospel Mission Northern Campus,Fire Station,Travel & Transport,Lake City Neighborhood,47.71927766,-122.29522754
6,Lake City Travel and Cruises,General Travel,Travel & Transport,Lake City Neighborhood,47.71927766,-122.29522754
7,Lake City bus stop (SW bound),Bus Station,Travel & Transport,Lake City Neighborhood,47.71927766,-122.29522754
8,Bus Stop # 66710,Bus Station,Travel & Transport,Lake City Neighborhood,47.71927766,-122.29522754
9,30th Northeast Lake City Way,Moving Target,Travel & Transport,Lake City Neighborhood,47.71927766,-122.29522754
0,Bus Stop #37940,Bus Stop,Travel & Transport,Wedgewood Neighborhood,47.67578349,-122.2902732
1,Krotchet Kids Host Home,General Travel,Travel & Transport,Wedgewood Neighborhood,47.67578349,-122.2902732
0,Graduate Seattle,Hotel,Travel & Transport,University District,47.66126761,-122.31313279
1,Metro Bus Stop #9584,Bus Station,Travel & Transport,University District,47.66126761,-122.31313279
2,Metro Bus Stop NE 45th St/University Way NE (Southbound),Bus Station,Travel & Transport,University District,47.66126761,-122.31313279
3,Residence Inn by Marriott Seattle University District,Hotel,Travel & Transport,University District,47.66126761,-122.31313279
4,Metro Bus Stop 36860,Bus Stop,Travel & Transport,University District,47.66126761,-122.31313279
5,Metro Bus Stop #10911 [E],Bus Line,Travel & Transport,University District,47.66126761,-122.31313279
6,Metro Bus Stop - 15th Ave NE at NE 45th St,Bus Line,Travel & Transport,University District,47.66126761,-122.31313279
7,Metro Bus Stop (10912) - 15th & 43rd (Southbound),Bus Line,Travel & Transport,University District,47.66126761,-122.31313279
8,Tornado Potato,Moving Target,Travel & Transport,University District,47.66126761,-122.31313279
9,Metro Bus Stop #9133 [S],Bus Station,Travel & Transport,University District,47.66126761,-122.31313279
10,Roots,General Travel,Travel & Transport,University District,47.66126761,-122.31313279
11,Metro Bus Stop - 45th & Brooklyn (Westbound),Bus Station,Travel & Transport,University District,47.66126761,-122.31313279
12,Metro Bus Stop #9650,Bus Station,Travel & Transport,University District,47.66126761,-122.31313279
13,I-90 Bridge,General Travel,Travel & Transport,University District,47.66126761,-122.31313279
14,Metro stop 9133,Bus Stop,Travel & Transport,University District,47.66126761,-122.31313279
15,Metro Bus Stop 11354,Bus Station,Travel & Transport,University District,47.66126761,-122.31313279
16,Metro Stop: 15th NE & NE 43rd,Bus Station,Travel & Transport,University District,47.66126761,-122.31313279
17,Health Sciences Express Shuttle UW Tower,Bus Station,Travel & Transport,University District,47.66126761,-122.31313279
18,Collegiana,Hostel,Travel & Transport,University District,47.66126761,-122.31313279
19,Zipcar Brooklyn Ave NE/43rd St,Rental Car Location,Travel & Transport,University District,47.66126761,-122.31313279
20,45th & 15th Metro Bus Stop,Bus Line,Travel & Transport,University District,47.66126761,-122.31313279
21,Metro Bus Stop #35820,Bus Line,Travel & Transport,University District,47.66126761,-122.31313279
22,Hotel Deca - Housekeeping Office,Coworking Space,Travel & Transport,University District,47.66126761,-122.31313279
23,STA Travel,General Travel,Travel & Transport,University District,47.66126761,-122.31313279
24,Community Transit Route #821,Bus Line,Travel & Transport,University District,47.66126761,-122.31313279
25,Metro Stop 9582,Bus Station,Travel & Transport,University District,47.66126761,-122.31313279
26,UW Shuttle via Roosevelt,Bus Line,Travel & Transport,University District,47.66126761,-122.31313279
27,King County Metro Rt 72 northbound,Bus Line,Travel & Transport,University District,47.66126761,-122.31313279
28,Metro Bus Stop #9134,Bus Station,Travel & Transport,University District,47.66126761,-122.31313279
29,metro bus 30,Moving Target,Travel & Transport,University District,47.66126761,-122.31313279
30,UW Shuttle via UW Tower,Bus Line,Travel & Transport,University District,47.66126761,-122.31313279
31,Metro Bus Stop - 15th & 43rd (Northbound),Bus Line,Travel & Transport,University District,47.66126761,-122.31313279
32,Bus Stop To Fremont,Travel & Transport,Travel & Transport,University District,47.66126761,-122.31313279
33,Le Nantes Cafe,Resort,Travel & Transport,University District,47.66126761,-122.31313279
0,Gregg's Greenlake Cycle,Bike Shop,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
1,Metro Bus Stop #16390,Bus Station,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
2,Metro Bus Stop #17160,Bus Line,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
3,Metro Bus Stop #17140,Bus Line,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
4,Green Lake Boat Rentals,Boat Rental,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
5,Route 312 | King County Metro,Bus Line,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
6,Metro Bus Stop #17570,Bus Stop,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
7,Bus Stop 27160,Bus Stop,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
8,Metro Bus Stop #17170,Bus Station,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
9,Metro Bus Stop #16520,Bus Stop,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
10,Metro Stop 16/316,Bus Line,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
11,Metro Stop #26210,Bus Stop,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
12,Metro 17550,Bus Line,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
13,KC Metro #26120,Bus Stop,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
14,Woodlawn And 71st,Bus Station,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
15,metro stop #36961,Bus Station,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
16,"Metro Bus Stop- #48, #316",Bus Station,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
17,MT48 Stop Latona And Green Lake,Bus Station,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
18,Metro Stop #35720,Bus Station,Travel & Transport,Green Lake Neighborhood,47.67949043,-122.32584595
0,Protection Bluff Retreat,Bed & Breakfast,Travel & Transport,Greenwood Neighborhood,47.69059336,-122.35530169
1,Metro Route 45 [to University District],Moving Target,Travel & Transport,Greenwood Neighborhood,47.69059336,-122.35530169
2,Metro Stop #5330 (eastbound),Bus Station,Travel & Transport,Greenwood Neighborhood,47.69059336,-122.35530169
3,Metro Bus Stop #5771,Bus Line,Travel & Transport,Greenwood Neighborhood,47.69059336,-122.35530169
4,Metro Bus Stop #41450,Bus Stop,Travel & Transport,Greenwood Neighborhood,47.69059336,-122.35530169
5,Metro Bus Stop - Greenwood & 85th,Bus Station,Travel & Transport,Greenwood Neighborhood,47.69059336,-122.35530169
6,Metro Bus Stop #5790,Bus Station,Travel & Transport,Greenwood Neighborhood,47.69059336,-122.35530169
7,Metro bus stop 35670,Bus Station,Travel & Transport,Greenwood Neighborhood,47.69059336,-122.35530169
8,Metro Bus Stop #6650,Bus Stop,Travel & Transport,Greenwood Neighborhood,47.69059336,-122.35530169
9,Rocket Launch Pad,Travel & Transport,Travel & Transport,Greenwood Neighborhood,47.69059336,-122.35530169
10,Metro 355,Bus Line,Travel & Transport,Greenwood Neighborhood,47.69059336,-122.35530169
11,Metro temporary stop - 85th & Fremont,Bus Station,Travel & Transport,Greenwood Neighborhood,47.69059336,-122.35530169
12,Metro Bus Stop,Bus Stop,Travel & Transport,Greenwood Neighborhood,47.69059336,-122.35530169
0,Bus Stop # 19140 - SW Bound (18 to Seattle),Bus Stop,Travel & Transport,North Beach Neighborhood,47.70154125,-122.39005637
0,Metro Bus Stop #14360,Bus Line,Travel & Transport,Crown Hill Neighborhood,47.69060735,-122.37680574
1,15th Ave NW And NW 85th St. Bus Stop,Bus Stop,Travel & Transport,Crown Hill Neighborhood,47.69060735,-122.37680574
2,Metro stop #35600,Bus Stop,Travel & Transport,Crown Hill Neighborhood,47.69060735,-122.37680574
3,That Metro stop next to Safeway,Bus Station,Travel & Transport,Crown Hill Neighborhood,47.69060735,-122.37680574
4,Metro Bus Stop 37081 (85th & 15th),Bus Line,Travel & Transport,Crown Hill Neighborhood,47.69060735,-122.37680574
5,metro bus 75 to Ballard,Bus Line,Travel & Transport,Crown Hill Neighborhood,47.69060735,-122.37680574
6,Picture Properties,Motel,Travel & Transport,Crown Hill Neighborhood,47.69060735,-122.37680574
7,Metro Stop #13600,Bus Station,Travel & Transport,Crown Hill Neighborhood,47.69060735,-122.37680574
8,Eastern Kingdoms,Bed & Breakfast,Travel & Transport,Crown Hill Neighborhood,47.69060735,-122.37680574
9,the Bu II,Moving Target,Travel & Transport,Crown Hill Neighborhood,47.69060735,-122.37680574
10,Metro stop #13585,Bus Station,Travel & Transport,Crown Hill Neighborhood,47.69060735,-122.37680574
11,Metro Stop,Bus Stop,Travel & Transport,Crown Hill Neighborhood,47.69060735,-122.37680574
0,Metro Bus Stop #18120,Bus Line,Travel & Transport,Ballard Neighborhood,47.66867888,-122.38636968
1,Metro Stop #19360,Bus Stop,Travel & Transport,Ballard Neighborhood,47.66867888,-122.38636968
2,Metro Bus Stop #18740,Bus Line,Travel & Transport,Ballard Neighborhood,47.66867888,-122.38636968
3,Bus stop 19510,Bus Line,Travel & Transport,Ballard Neighborhood,47.66867888,-122.38636968
4,MSFT Connector Stop,Bus Station,Travel & Transport,Ballard Neighborhood,47.66867888,-122.38636968
5,Metro Bus Stop - NW Market St. & Ballard Ave NW,Bus Line,Travel & Transport,Ballard Neighborhood,47.66867888,-122.38636968
6,Stay Hotel,Hotel,Travel & Transport,Ballard Neighborhood,47.66867888,-122.38636968
7,Zipcar NW 57th St/26th Ave,Rental Car Location,Travel & Transport,Ballard Neighborhood,47.66867888,-122.38636968
8,Metro Bus Stop #18110,Bus Line,Travel & Transport,Ballard Neighborhood,47.66867888,-122.38636968
9,Cycle Saloon Pontoon,Boat or Ferry,Travel & Transport,Ballard Neighborhood,47.66867888,-122.38636968
10,F/V Northwestern,Boat or Ferry,Travel & Transport,Ballard Neighborhood,47.66867888,-122.38636968
11,King County Metro Bus Stop No. 29720,Bus Station,Travel & Transport,Ballard Neighborhood,47.66867888,-122.38636968
0,Metro Bus Stop #26860,Bus Line,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
1,Metro Bus Stop #26510,Bus Station,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
2,Bus 40 Northgate Fremont,Moving Target,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
3,Metro Stop 26480,Bus Stop,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
4,35th Bus Stop Troll,Bus Stop,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
5,Metro Bus 31,General Travel,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
6,Metro Bus Stop #6050,Bus Line,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
7,Zipcar Fremont Ave N/35th St,Rental Car Location,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
8,Metro Bus Stop #26870,Bus Station,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
9,GBus to Kirkland,Bus Line,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
10,Elizabeth Holmes Travel,Travel Lounge,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
11,Zip Car Inell,Moving Target,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
12,Hotel Hotel,Hostel,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
13,Metro Stop 6340,Bus Station,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
14,MSFT Connector Stop - Fremont (36th/Phinney),Bus Station,Travel & Transport,Fremont Neighborhood,47.64958774,-122.34974947
0,Metro Bus Stop # 17410,Bus Station,Travel & Transport,Wallingford Neighborhood,47.66138563,-122.33371982
1,Metro Bus Stop 17310 (16 & 44),Bus Line,Travel & Transport,Wallingford Neighborhood,47.66138563,-122.33371982
2,Vamonos,Boat or Ferry,Travel & Transport,Wallingford Neighborhood,47.66138563,-122.33371982
3,Metro Bus Stop (Eastbound) #29234,Bus Line,Travel & Transport,Wallingford Neighborhood,47.66138563,-122.33371982
4,KC Metro Bus #3610,Bus Line,Travel & Transport,Wallingford Neighborhood,47.66138563,-122.33371982
5,Metro Bus Stop #29232,Bus Station,Travel & Transport,Wallingford Neighborhood,47.66138563,-122.33371982
6,MSFT Connector Stop - Wallingford (45th/Bagley),Bus Station,Travel & Transport,Wallingford Neighborhood,47.66138563,-122.33371982
7,Metro Bus Stop #29500 - W Bound,Bus Station,Travel & Transport,Wallingford Neighborhood,47.66138563,-122.33371982
8,Metro Bus Stop,Bus Station,Travel & Transport,Wallingford Neighborhood,47.66138563,-122.33371982
9,Axis Hotel,Hotel,Travel & Transport,Wallingford Neighborhood,47.66138563,-122.33371982
10,Fun Bus,RV Park,Travel & Transport,Wallingford Neighborhood,47.66138563,-122.33371982
0,Metro Bus Stop #2370,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
1,Metro Bus Stop #2672,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
2,Metro Stop #2690 - 1st Ave N/Mercer St NB,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
3,MarQueen Hotel,Hotel,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
4,Mercer & Queen Anne Station - Rapid Ride D,Bus Station,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
5,RapidRide D Line,Bus Line,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
6,Inn at Queen Anne,Hotel,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
7,Mediterranean Inn,Hotel,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
8,Metro Bus Stop - 2nd & Roy,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
9,Metro Bus Stop #2360,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
10,Metro Bus Stop #2361,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
11,Segway Tours of Seattle,General Travel,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
12,Metro 4252,Bus Line,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
13,Bus Stop,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
14,Zipcar 2nd Ave W/Mercer St,Rental Car Location,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
15,Metro Bus Stop #13915,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
16,Metro Bus Stop 1st W and W Mercer,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
17,Zipcar 1st Ave N/Mercer St,Rental Car Location,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
18,Temporary West Harrison stop,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
20,Lower Queen Anne MS Connector Stop,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
21,Bus Stop 13922 Mercer & Warren,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
22,Metro stop #13900,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
23,Metro Bus Stop - Queen Anne Ave N And Aloha St,Bus Stop,Travel & Transport,Queen Anne Neighborhood,47.62458195,-122.35671023
0,Metro Bus Stop #11150,Bus Stop,Travel & Transport,Capitol Hill Neighborhood,47.61523365,-122.32079886
1,Metro Bus Stop #11080,Bus Stop,Travel & Transport,Capitol Hill Neighborhood,47.61523365,-122.32079886
2,Enterprise Rent-A-Car,Rental Car Location,Travel & Transport,Capitol Hill Neighborhood,47.61523365,-122.32079886
3,Infinity Apartments,Residential Building (Apartment / Condo),Travel & Transport,Capitol Hill Neighborhood,47.61523365,-122.32079886
4,Bus And Pine,Bus Station,Travel & Transport,Capitol Hill Neighborhood,47.61523365,-122.32079886
5,Metro Bus Stop #3032,Bus Stop,Travel & Transport,Capitol Hill Neighborhood,47.61523365,-122.32079886
6,Metro stop #3032 NW Bound,Bus Stop,Travel & Transport,Capitol Hill Neighborhood,47.61523365,-122.32079886
